parada/est.metro,Subidas día laboral por parada,Bajadas día Laboral por parada,comuna,Referencia,diseno_777,x,y
L-32-19-OP-40,609.51,63.51,PEÑALOLÉN,LOS CEREZOS / LAS TORRES,649,353811,6291879
L-32-19-PO-45,87.72,495.87,PEÑALOLÉN,LOS TORNEROS / LAS TORRES,649,353875,6291820
L-32-19-OP-50,2.34,22.98,PEÑALOLÉN,CALLE 1 / LAS TORRES,649,353965,6291838
L-32-19-OP-60,331.19,38.41,PEÑALOLÉN,CALLE 2 / LAS TORRES,649,354125,6291807
L-32-19-OP-65,405.03,35.95,PEÑALOLÉN,LOS TALLADORES / LAS TORRES,649,354367,6291737
T-33-170-SN-5,126.91,4.02,LA FLORIDA,CERRO CALÃN / TOBALABA,650,355169,6290555
T-33-170-SN-10,51.12,14.19,LA FLORIDA,AV. DEPARTAMENTAL / TOBALABA,650,355082,6290848
T-33-89-PO-45,5.29,195.46,LA FLORIDA,LOS NOGALES / AV. DEPARTAMENTAL,650,355361,6290865
T-33-89-PO-50,23.16,171.60,LA FLORIDA,LOS CEREZOS / AV. DEPARTAMENTAL,650,355694,6290846
T-33-89-PO-55,1.48,60.96,LA FLORIDA,LAS PERDICES / AV. DEPARTAMENTAL,650,356102,6290833
L-33-83-PO-2,14.56,114.00,LA FLORIDA,LOS VERDALES / AV. DEPARTAMENTAL,650,355209,6290882
L-32-10-OP-5,256.38,16.95,PEÑALOLÉN,FONTECILLA / AV. DEPARTAMENTAL,650,355162,6290901
L-32-10-OP-10,204.67,6.86,PEÑALOLÉN,LOS NOGALES / AV. DEPARTAMENTAL,650,355507,6290878
L-32-10-OP-15,233.24,4.66,PEÑALOLÉN,LOS CEREZOS / AV. DEPARTAMENTAL,650,355846,6290872
L-32-10-OP-20,136.88,0.49,PEÑALOLÉN,DE LA ARBOLEDA / AV. DEPARTAMENTAL,650,356169,6290844
L-33-71-PO-100,35.25,461.46,LA FLORIDA,ALICAHUE / WALKER MARTíNEZ,651,354245,6289670
L-33-71-OP-105,489.30,123.31,LA FLORIDA,DIAG. SANTA IRENE / WALKER MARTíNEZ,651,354335,6289705
L-33-71-OP-70,694.72,670.92,LA FLORIDA,LA FLORIDA / WALKER MARTíNEZ,651,353439,6289674
L-33-71-PO-75,353.04,472.61,LA FLORIDA,LAS MERCEDES / WALKER MARTíNEZ,651,353514,6289649
L-33-71-PO-80,24.19,273.47,LA FLORIDA,SANTA DELIA / WALKER MARTíNEZ,651,353659,6289656
L-33-71-OP-85,419.90,23.10,LA FLORIDA,CENTRAL / WALKER MARTíNEZ,651,353709,6289691
L-33-71-OP-90,496.61,29.79,LA FLORIDA,NTRA. SRA. DEL ROSARIO / WALKER MARTíNEZ,651,354047,6289700
L-33-71-PO-95,36.11,329.73,LA FLORIDA,SANTA NATALIA / WALKER MARTíNEZ,651,354048,6289673
L-33-52-OP-95,289.75,254.91,LA FLORIDA,LA FLORIDA / ROJAS MAGALLANES,652,353945,6288231
L-33-52-OP-105,64.51,8.61,LA FLORIDA,SANTA DELIA / ROJAS MAGALLANES,652,354186,6288244
L-33-52-OP-110,469.12,3.02,LA FLORIDA,LA LLANURA / ROJAS MAGALLANES,652,354525,6288262
L-33-52-PO-115,6.80,226.81,LA FLORIDA,ALICAHUE / ROJAS MAGALLANES,652,354527,6288226
L-33-52-OP-120,820.70,13.24,LA FLORIDA,MANQUE / ROJAS MAGALLANES,652,354849,6288272
L-33-52-PO-125,20.37,590.98,LA FLORIDA,PONIENTE / ROJAS MAGALLANES,652,354861,6288240
L-33-39-OP-0,,,LA FLORIDA,ELQUI / MAMIñA,652,355236,6288394
L-33-26-NS-40,4.83,208.29,LA FLORIDA,SANTA JULIA / JARDíN ALTO,652,355175,6288646
L-33-26-SN-45,244.74,3.88,LA FLORIDA,JARDíN DEL EDéN / JARDíN ALTO,652,355187,6288642
L-33-26-NS-50,0.46,175.13,LA FLORIDA,LAGO CHAñARAL / JARDíN ALTO,652,355364,6288241
L-33-29-SN-5,37.17,0.23,LA FLORIDA,ALCÃN / LA ARAUCANíA,652,354810,6288550
L-33-29-NS-10,0.92,16.98,LA FLORIDA,QUEPE / LA ARAUCANíA,652,354797,6288546
L-33-19-OP-0,0.00,0.51,LA FLORIDA,ANTOFAGASTA / ELQUI,652,355070,6288512
L-33-3-NS-0,0.66,0.00,LA FLORIDA,TAMARUGAL / ANTOFAGASTA,652,355103,6288321
L-33-52-OP-140,184.34,6.94,LA FLORIDA,SÃNCHEZ FONTECILLA / ROJAS MAGALLANES,653,355688,6288250
L-33-52-OP-150,545.39,1.76,LA FLORIDA,LAS NALCAS / ROJAS MAGALLANES,653,356153,6288307
T-33-267-SN-20,661.14,229.03,LA FLORIDA,TRINIDAD / SANTA RAQUEL,654,351146,6286907
T-33-134-NS-55,342.16,478.58,LA FLORIDA,(M) TRINIDAD,654,352545,6287008
T-33-134-NS-60,72.09,41.81,LA FLORIDA,PARADA 1 / P- 22 VICUñA MACKENNA,654,352632,6286604
L-33-134-NS-60,9.73,22.32,LA FLORIDA,PARADA 3 / P- 22 VICUñA MACKENNA,654,352633,6286607
L-33-64-OP-45,134.41,402.08,LA FLORIDA,SANTA RAQUEL / TRINIDAD,654,351150,6286947
L-33-64-PO-50,448.83,135.22,LA FLORIDA,ITALIA / TRINIDAD,654,351315,6286922
L-33-64-OP-55,126.41,265.26,LA FLORIDA,ITALIA / TRINIDAD,654,351382,6286943
L-33-64-PO-60,245.36,60.52,LA FLORIDA,VALENTINA LEPPE / TRINIDAD,654,351594,6286918
L-33-64-OP-65,62.15,147.94,LA FLORIDA,VALENTINA LEPPE / TRINIDAD,654,351627,6286940
L-33-64-PO-70,243.11,66.66,LA FLORIDA,RAMÓN FREIRE / TRINIDAD,654,351813,6286913
L-33-64-OP-75,93.90,107.09,LA FLORIDA,MARIGEN / TRINIDAD,654,351868,6286933
L-33-64-OP-80,79.38,27.36,LA FLORIDA,MONTE TRINIDAD / TRINIDAD,654,351994,6286934
L-33-64-PO-85,42.59,46.95,LA FLORIDA,MANUTARA / TRINIDAD,654,352046,6286910
L-33-64-PO-90,27.18,26.99,LA FLORIDA,METALITA / TRINIDAD,654,352220,6286912
L-33-64-OP-95,37.31,13.39,LA FLORIDA,METALITA / TRINIDAD,654,352241,6286933
L-33-64-PO-105,909.43,2294.24,LA FLORIDA,VICUñA MACKENNA / TRINIDAD,654,352562,6286906
T-33-421-PO-5,77.31,3.82,LA FLORIDA,PUNTA ARENAS / JOSé MIGUEL CARRERA,655,350455,6286503
L-33-77-NS-15,25.09,139.00,LA FLORIDA,GENERAL ARRIAGADA / JULIO CéSAR,655,350915,6285574
L-33-64-PO-5,16.61,46.82,LA FLORIDA,ISLA MORELOS / TRINIDAD,655,350300,6286934
L-33-64-PO-10,210.17,79.57,LA FLORIDA,PUNTA ARENAS / TRINIDAD,655,350433,6286926
L-33-57-OP-5,271.31,432.86,LA FLORIDA,BAHíA CATALINA / SAN JOSé DE LA ESTRELLA,655,350311,6286131
L-33-57-OP-10,154.77,235.71,LA FLORIDA,ARAGONITA / SAN JOSé DE LA ESTRELLA,655,350586,6286137
L-33-57-PO-15,330.95,94.10,LA FLORIDA,ARAGONITA / SAN JOSé DE LA ESTRELLA,655,350592,6286118
L-33-51-SN-10,59.86,32.48,LA FLORIDA,TRINIDAD / PUNTA ARENAS,655,350469,6286922
L-33-51-NS-15,8.80,23.97,LA FLORIDA,CALLE 1 / PUNTA ARENAS,655,350431,6286771
L-33-51-SN-20,47.51,5.87,LA FLORIDA,CALLE 1 / PUNTA ARENAS,655,350464,6286739
L-33-51-NS-25,2.19,205.97,LA FLORIDA,JOSé M. CARRERA / PUNTA ARENAS,655,350462,6286528
L-33-51-SN-30,138.52,3.99,LA FLORIDA,JOSé M. CARRERA / PUNTA ARENAS,655,350476,6286486
L-33-51-NS-35,5.57,159.49,LA FLORIDA,SAN JOSé / PUNTA ARENAS,655,350451,6286143
L-33-51-SN-40,108.48,19.46,LA FLORIDA,SAN JOSé / PUNTA ARENAS,655,350455,6286100
L-33-24-OP-15,33.80,95.10,LA FLORIDA,TURQUESA / GENERAL ARRIAGADA,655,350731,6285532
L-33-24-PO-20,398.03,114.87,LA FLORIDA,JULIO CéSAR / GENERAL ARRIAGADA,655,350918,6285543
L-33-6-SN-5,5.97,21.34,LA FLORIDA,VICUñA MACKENNA / BAHíA CATALINA,655,350088,6286929
L-33-6-SN-10,325.42,62.24,LA FLORIDA,CHACARILLA / BAHíA CATALINA,655,350137,6286753
L-33-6-SN-15,444.98,78.91,LA FLORIDA,RíO ACONCAGUA / BAHíA CATALINA,655,350194,6286522
L-33-6-SN-20,620.83,179.15,LA FLORIDA,PABLO VI / BAHíA CATALINA,655,350251,6286351
L-33-6-SN-25,310.09,183.21,LA FLORIDA,SAN JOSé / BAHíA CATALINA,655,350308,6286093
L-33-6-NS-30,88.55,323.55,LA FLORIDA,ORO NATIVO / BAHíA CATALINA,655,350363,6285805
L-33-6-SN-35,411.37,101.45,LA FLORIDA,ÃGATA / BAHíA CATALINA,655,350380,6285805
L-33-6-NS-40,10.61,112.55,LA FLORIDA,LAS GAITAS / BAHíA CATALINA,655,350415,6285593
L-33-6-SN-45,511.62,376.84,LA FLORIDA,CUARZO / BAHíA CATALINA,655,350444,6285584
L-22-38-OP-5,35.84,67.71,LA GRANJA,ISLA QUIRIQUINA / TRINIDAD,655,350274,6286952
L-22-38-OP-10,88.21,213.21,LA GRANJA,CORONEL / TRINIDAD,655,350091,6286965
L-23-3-NS-5,93.02,173.58,LA PINTANA,LOS TIMBALES / BAHíA CATALINA,655,350391,6285682
L-22-3-NS-5,146.98,272.98,LA GRANJA,LAS UVAS Y EL VIENTO / BAHíA CATALINA,655,350128,6286724
L-22-3-NS-10,33.94,375.10,LA GRANJA,RíO YESO / BAHíA CATALINA,655,350180,6286519
L-22-3-NS-15,192.64,436.51,LA GRANJA,PEDRO LIRA / BAHíA CATALINA,655,350218,6286362
L-22-3-NS-20,380.66,669.21,LA GRANJA,SAN JOSé / BAHíA CATALINA,655,350273,6286136
L-22-3-NS-25,43.48,73.08,LA GRANJA,SANTO TOMÃS / BAHíA CATALINA,655,350319,6285962
T-23-205-SN-80,293.95,226.42,LA PINTANA,PARADA 4 / SANTO TOMÃS - SANTA ROSA,656,348651,6285365
L-23-15-OP-6,506.88,37.29,LA PINTANA,JOAQUíN EDWARDS BELLO / GENERAL ARRIAGADA,656,349399,6285169
L-23-15-PO-10,67.19,226.39,LA PINTANA,HUMBERTO DíAZ CASANUEVA / GENERAL ARRIAGADA,656,349410,6285157
L-23-42-SN-5,10.30,134.12,LA PINTANA,PARADA 2 / COLEGIO JORGE HUNNEUS,656,348674,6285079
L-23-43-PO-10,28.18,131.89,LA PINTANA,GABRIELA FIGUEROA / SANTO TOMÃS,656,349095,6285569
L-23-43-PO-15,62.27,575.11,LA PINTANA,EDWARDS BELLO / SANTO TOMÃS,656,349275,6285615
L-23-47-OP-5,,,LA PINTANA,JOAQUíN E. BELLO / ANíBAL HUNNEUS,656,349403,6285329
L-23-17-SN-5,309.06,54.63,LA PINTANA,SANTO TOMÃS / JOAQUíN EDWARDS BELLO,656,349304,6285622
L-23-17-NS-10,12.15,73.82,LA PINTANA,ANíBAL HUNNEUS / JOAQUíN EDWARDS BELLO,656,349345,6285335
L-23-17-SN-15,145.29,7.54,LA PINTANA,ANíBAL HUNNEUS / JOAQUíN EDWARDS BELLO,656,349365,6285285
T-23-205-SN-82,2139.91,622.84,LA PINTANA,PARADA 2 / SANTO TOMÃS - SANTA ROSA,656,348645,6285432
T-33-267-NS-45,266.70,608.14,LA FLORIDA,MARíA ELENA / SANTA RAQUEL,657,351452,6285257
L-33-58-OP-5,266.83,433.63,LA FLORIDA,BAHíA CATALINA / SAN MIGUEL,657,350533,6285258
L-33-58-OP-10,157.69,132.90,LA FLORIDA,LA CATEDRAL / SAN MIGUEL,657,350707,6285273
L-33-58-PO-15,213.12,69.38,LA FLORIDA,EL MAESTRO / SAN MIGUEL,657,350728,6285266
L-33-58-PO-20,207.80,115.41,LA FLORIDA,MIGUEL MUJICA / SAN MIGUEL,657,350973,6285298
L-33-44-SN-5,309.57,394.67,LA FLORIDA,GRAN FUTURO 1 / MIGUEL MUJICA,657,351007,6285282
L-33-44-NS-10,17.86,67.33,LA FLORIDA,MARíA ELENA / MIGUEL MUJICA,657,351022,6285189
L-33-42-OP-10,26.60,124.22,LA FLORIDA,ORIENTE / MARíA ELENA,657,351184,6285201
L-33-24-OP-5,67.22,322.57,LA FLORIDA,BAHíA CATALINA / GENERAL ARRIAGADA,657,350475,6285503
L-33-24-PO-10,144.76,50.01,LA FLORIDA,LA HAUSCA / GENERAL ARRIAGADA,657,350697,6285515
L-33-24-PO-40,288.62,137.68,LA FLORIDA,SANTA RAQUEL / GENERAL ARRIAGADA,657,351346,6285604
L-33-6-SN-50,994.44,214.15,LA FLORIDA,SAN MIGUEL / BAHíA CATALINA,657,350523,6285220
L-23-50-OP-5,91.71,13.26,LA PINTANA,LA SERENA / SAN MIGUEL,657,350335,6285222
L-23-23-NS-20,2.74,324.43,LA PINTANA,SAN MIGUEL / LA SERENA,657,350297,6285235
L-23-3-NS-10,554.26,738.45,LA PINTANA,GENERAL ARRIAGADA / BAHíA CATALINA,657,350435,6285495
L-23-3-NS-15,740.97,524.52,LA PINTANA,SAN MIGUEL / BAHíA CATALINA,657,350500,6285266
T-34-270-NS-3,128.24,943.37,PUENTE ALTO,PEDRO LIRA / AV. CONCHA Y TORO,658,352976,6284475
T-34-270-NS-5,71.54,17.32,PUENTE ALTO,PARADA 1 / JACARANDÃ - CONCHA Y TORO,658,353011,6284320
T-34-270-NS-7,267.79,299.75,PUENTE ALTO,GABRIELA ORIENTE / AV. CONCHA Y TORO,658,353073,6283977
T-34-270-NS-8,1220.25,2632.49,PUENTE ALTO,PARADA 1 / (M) HOSP. SÓTERO DEL RíO,658,353108,6283732
T-34-270-NS-10,11639.74,10847.76,PUENTE ALTO,PARADA 3 / (M) HOSP. SÓTERO DEL RíO,658,353119,6283695
L-34-22-NS-7,26.50,69.73,PUENTE ALTO,HOSP. SÓTERO DEL RíO 1 / AV. CONCHA Y TORO,658,353065,6283940
L-34-22-NS-8,100.16,164.93,PUENTE ALTO,PARADA 5 / (M) HOSP. SÓTERO DEL RíO,658,353111,6283741
Hospital Sótero del Río,,,PUENTE ALTO,Av. Concha y Toro ,658,353142,6283681
Hospital Sótero del Río,,,PUENTE ALTO,Av. Concha y Toro ,658,353142,6283681
T-34-270-NS-35,187.42,273.23,PUENTE ALTO,MATTE LARRAíN / AV. CONCHA Y TORO,659,353314,6282647
T-34-270-NS-40,629.81,1270.57,PUENTE ALTO,(M) P. DE LA INFANCIA,659,353365,6282278
T-34-270-NS-42,35.77,27.67,PUENTE ALTO,ALCÃNTARA / AV. CONCHA Y TORO,659,353418,6282093
L-34-85-SN-3,3.07,24.18,PUENTE ALTO,LOS MAñíOS / JUAN DE DIOS MALEBRÃN,659,352367,6282124
L-34-85-SN-7,0.99,4.97,PUENTE ALTO,E. CERDA / JUAN DE DIOS MALEBRÃN,659,352334,6282306
L-34-85-SN-10,1.29,51.90,PUENTE ALTO,LUIS MATTE L. / JUAN DE DIOS MALEBRÃN,659,352353,6282502
L-34-85-NS-25,27.92,1.29,PUENTE ALTO,LOS CASTAñOS / JUAN DE DIOS MALEBRÃN,659,352315,6282301
L-34-85-NS-30,130.90,4.66,PUENTE ALTO,LOS ROBLES / JUAN DE DIOS MALEBRÃN,659,352349,6282075
L-34-53-PO-40,419.21,31.76,PUENTE ALTO,JUAN DE DIOS M. / LUIS MATTE LARRAíN,659,352330,6282490
L-34-53-PO-45,14.14,4.43,PUENTE ALTO,PAIHUANO / LUIS MATTE LARRAíN,659,352676,6282556
L-34-23-NS-5,14.49,13.53,PUENTE ALTO,LOS CASTAñOS / COQUIMBO,659,352810,6282378
L-34-23-SN-10,2.08,10.91,PUENTE ALTO,LOS CASTAñOS / COQUIMBO,659,352846,6282325
L-34-23-NS-15,49.56,12.07,PUENTE ALTO,LOS ROBLES / COQUIMBO,659,352859,6282114
L-34-23-SN-20,11.32,60.26,PUENTE ALTO,LOS ROBLES / COQUIMBO,659,352884,6282088
L-34-22-NS-34,,,PUENTE ALTO,LUIS MATTE LARRAIN / AV. CONCHA Y TORO,659,353318,6282634
L-34-53-PO-33,263.73,13.45,PUENTE ALTO,BULLILEO / LUIS MATTE LARRAíN,659,352077,6282460
T-27-224-NS-5,165.65,170.66,EL BOSQUE,NUEVA CARVAJAL / SAN FRANCISCO,660,345867,6283662
T-27-224-NS-10,96.49,340.53,EL BOSQUE,SAN CLEMENTE / SAN FRANCISCO,660,345813,6283394
L-27-25-NS-5,48.32,228.21,EL BOSQUE,IMPERIAL / TUCAPEL,660,345269,6283560
L-27-13-PO-60,91.46,206.16,EL BOSQUE,COLEGIO POLITéCNICO / LO MARTíNEZ,660,345476,6283934
L-27-13-OP-65,461.73,57.30,EL BOSQUE,LOS ANDES / LO MARTíNEZ,660,345646,6283925
L-27-13-PO-70,137.95,350.97,EL BOSQUE,SAN FRANCISCO / LO MARTíNEZ,660,345888,6283860
L-27-8-SN-20,0.99,29.87,EL BOSQUE,IMPERIAL / GENERAL SILVA,660,345633,6283441
L-27-8-SN-25,0.00,4.33,EL BOSQUE,NUEVA CARVAJAL / GENERAL SILVA,660,345649,6283658
L-27-8-SN-30,13.00,15.46,EL BOSQUE,LO MARTíNEZ / GENERAL SILVA,660,345692,6283888
L-27-9-OP-20,391.79,42.61,EL BOSQUE,EL COBRE / IMPERIAL,660,345370,6283524
L-27-9-PO-25,47.80,65.39,EL BOSQUE,CORDILLERA / IMPERIAL,660,345492,6283487
L-27-9-PO-30,32.69,175.15,EL BOSQUE,GENERAL SILVA / IMPERIAL,660,345610,6283464
L-27-9-OP-35,393.20,46.02,EL BOSQUE,GENERAL SILVA / IMPERIAL,660,345656,6283468
L-27-9-PO-40,24.93,137.32,EL BOSQUE,SAN FRANCISCO / IMPERIAL,660,345798,6283423
L-27-12-PO-15,11.61,160.28,EL BOSQUE,TUCAPEL / LAS CANTERAS,660,345278,6283682
T-30-244-SN-10,1188.11,23.08,SAN BERNARDO,VESUBIO / CAMINO PADRE HURTADO,661,344162,6281670
T-30-244-NS-13,15.09,167.87,SAN BERNARDO,SANTA MARTA 1 / CAMINO PADRE HURTADO,661,344240,6282167
T-30-244-NS-15,178.05,1083.52,SAN BERNARDO,SANTA MARTA 2 / CAMINO PADRE HURTADO,661,344204,6281991
T-30-244-SN-15,948.67,78.45,SAN BERNARDO,SANTA MARTA / CAMINO PADRE HURTADO,661,344225,6281985
T-30-244-SN-16,499.90,56.15,SAN BERNARDO,SANTA TERESA / CAMINO PADRE HURTADO,661,344272,6282234
T-30-244-NS-20,9.41,1090.88,SAN BERNARDO,BALMACEDA / CAMINO PADRE HURTADO,661,344139,6281683
L-30-62-PO-55,94.51,88.80,SAN BERNARDO,LOS MORROS / SANTA MARTA,661,344172,6281925
L-30-64-OP-5,38.95,175.86,SAN BERNARDO,LOS MORROS / SANTA TERESA,661,344302,6282257
L-30-64-PO-10,134.81,38.18,SAN BERNARDO,SAN MARCOS / SANTA TERESA,661,344369,6282210
L-30-64-PO-15,96.96,19.04,SAN BERNARDO,SAN JUAN / SANTA TERESA,661,344640,6282157
L-30-64-PO-25,824.37,115.43,SAN BERNARDO,SANTA MERCEDES / SANTA TERESA,661,344918,6282095
L-30-64-PO-35,441.54,92.31,SAN BERNARDO,INCAHUASI / SANTA TERESA,661,345264,6282016
L-30-1-SN-5,2.09,80.25,SAN BERNARDO,BALMACEDA / LOS PéTALOS,661,345173,6281362
L-30-6-OP-5,192.74,1.13,SAN BERNARDO,SANTA MERCEDES / BALMACEDA,661,344761,6281490
T-27-224-NS-110,40.08,388.92,EL BOSQUE,VENANCIA LEIVA / SAN FRANCISCO,662,346403,6285968
T-23-438-NS-5,13.61,343.69,LA PINTANA,GRAL. F. FRANCO / LA BANDERA,662,346990,6285403
L-24-22-NS-5,6.52,84.91,SAN RAMÓN,VENANCIA LEIVA / ISMAEL TOCORNAL,662,346655,6285946
L-24-17-OP-5,200.39,91.11,SAN RAMÓN,SAN FRANCISCO / VENANCIA LEIVA,662,346425,6285954
L-24-17-OP-10,326.99,35.19,SAN RAMÓN,ISMAEL TOCORNAL / VENANCIA LEIVA,662,346678,6285921
L-24-17-OP-15,341.44,63.76,SAN RAMÓN,ANíBAL ZAñARTU / VENANCIA LEIVA,662,346805,6285901
L-24-17-OP-20,150.55,43.91,SAN RAMÓN,LA BANDERA / VENANCIA LEIVA,662,347054,6285864
L-24-17-OP-25,250.89,140.94,SAN RAMÓN,ALMIRANTE LATORRE / VENANCIA LEIVA,662,347270,6285822
L-24-9-NS-40,12.61,294.89,SAN RAMÓN,VENANCIA LEIVA / LA BANDERA,662,347067,6285871
L-23-45-PO-5,96.98,393.08,LA PINTANA,JUAN BAUTISTA / VENANCIA LEIVA,662,346485,6285929
L-23-45-PO-10,99.07,284.21,LA PINTANA,ARLEQUíN / VENANCIA LEIVA,662,346799,6285876
L-23-45-PO-15,67.04,128.48,LA PINTANA,MILLAN ASTRAIM / VENANCIA LEIVA,662,347085,6285828
L-23-45-PO-20,62.45,334.86,LA PINTANA,ALMIRANTE LATORRE / VENANCIA LEIVA,662,347225,6285809
L-23-35-OP-5,45.19,135.45,LA PINTANA,SAN FRANCISCO / OBSERVATORIO,662,346241,6285141
L-23-35-OP-15,27.41,16.98,LA PINTANA,LAS LOICAS / OBSERVATORIO,662,346454,6285107
L-23-35-OP-25,75.22,42.67,LA PINTANA,LAS ÃGUILAS / OBSERVATORIO,662,346659,6285086
L-23-35-OP-30,133.23,96.38,LA PINTANA,LA BANDERA / OBSERVATORIO,662,346970,6285042
L-23-39-SN-5,125.11,45.75,LA PINTANA,VENANCIA LEIVA / SAN FRANCISCO,662,346383,6285924
L-23-39-SN-10,136.61,19.50,LA PINTANA,SAN RODRIGO / SAN FRANCISCO,662,346326,6285661
L-23-39-SN-15,1158.97,272.09,LA PINTANA,GRAL. F. FRANCO / SAN FRANCISCO,662,346278,6285398
L-23-39-SN-20,333.46,43.69,LA PINTANA,LOS GORRIONES / SAN FRANCISCO,662,346227,6285169
L-23-16-OP-5,10.68,376.77,LA PINTANA,SAN FRANCISCO / GRAL. FRANCISCO FRANCO,662,346291,6285429
L-23-16-PO-6,368.22,21.66,LA PINTANA,LAS BANDURRIAS / GRAL. FRANCISCO FRANCO,662,346602,6285389
L-23-16-OP-10,30.56,221.23,LA PINTANA,SAN MANUEL / GRAL. FRANCISCO FRANCO,662,346579,6285407
L-23-16-PO-11,309.73,20.83,LA PINTANA,FRANCISCO DE GOYA / GRAL. FRANCISCO FRANCO,662,346834,6285371
L-23-16-OP-15,24.69,262.42,LA PINTANA,STA. ISABEL HUNGRíA / GRAL. FRANCISCO FRANCO,662,346828,6285389
L-23-16-PO-16,694.18,47.95,LA PINTANA,LA BANDERA / GRAL. FRANCISCO FRANCO,662,346988,6285362
L-23-16-OP-20,35.89,524.88,LA PINTANA,LA BANDERA / GRAL. FRANCISCO FRANCO,662,347014,6285378
L-23-16-PO-21,568.99,65.01,LA PINTANA,ALMIRANTE LATORRE / GRAL. FRANCISCO FRANCO,662,347163,6285360
L-23-16-OP-25,46.73,515.33,LA PINTANA,ALMIRANTE LATORRE / GRAL. FRANCISCO FRANCO,662,347195,6285369
L-23-1-NS-5,,,LA PINTANA,GRAL. F. FRANCO / ALMIRANTE LATORRE,662,347173,6285374
L-23-1-SN-5,217.47,5.11,LA PINTANA,VICENTE LLANOS / ALMIRANTE LATORRE,662,347210,6285548
L-23-1-NS-10,,,LA PINTANA,VICENTE LLANOS / ALMIRANTE LATORRE,662,347207,6285654
L-23-1-SN-15,466.85,43.53,LA PINTANA,VENANCIA LEIVA / ALMIRANTE LATORRE,662,347249,6285805
T-23-438-NS-2,5.78,104.88,LA PINTANA,VICENTE LLANOS / LA BANDERA,662,347045,6285682
T-27-228-SN-55,828.24,168.11,EL BOSQUE,PARADERO  30 GRAN AVENIDA,663,344721,6286335
T-27-228-SN-60,953.76,469.55,EL BOSQUE,PARADERO  29 GRAN AVENIDA,663,344877,6286576
T-27-228-SN-65,772.60,549.10,EL BOSQUE,PARADERO  28 GRAN AVENIDA,663,345106,6286935
T-27-230-NS-5,1.53,14.22,EL BOSQUE,JUAN SOLAR PARRA / LOS MORROS,663,345186,6286573
T-27-230-NS-10,38.73,242.22,EL BOSQUE,AVIADORES / LOS MORROS,663,345126,6286283
T-27-230-NS-15,115.09,277.48,EL BOSQUE,ALEJANDRO GUZMÃN / LOS MORROS,663,345061,6285980
T-27-228-NS-5,1077.84,615.82,EL BOSQUE,PARADERO  28 GRAN AVENIDA,663,345070,6286933
T-27-228-NS-15,281.63,627.43,EL BOSQUE,PARADERO  30 GRAN AVENIDA,663,344728,6286396
L-27-7-PO-20,37.85,171.87,EL BOSQUE,GRAN AVENIDA / GENERAL KORNER,663,344675,6286346
L-27-1-OP-10,21.96,95.54,EL BOSQUE,GRAN AVENIDA / ALEJANDRO GUZMÃN,663,344643,6286068
T-30-245-PO-5,86.51,283.16,SAN BERNARDO,COSTANERA / COLÓN,664,341259,6282163
T-30-243-SN-20,246.01,22.63,SAN BERNARDO,LOS PINOS 2 / PDTE. JORGE ALESSANDRI,665,341116,6284186
T-30-243-SN-30,1136.94,93.69,SAN BERNARDO,LAS ACACIAS / PDTE. JORGE ALESSANDRI,665,341243,6285385
T-30-243-NS-5,110.39,714.61,SAN BERNARDO,LAS ACACIAS / PDTE. JORGE ALESSANDRI,665,341206,6285338
T-30-243-NS-10,152.00,555.22,SAN BERNARDO,LA VARA / PDTE. JORGE ALESSANDRI,665,341088,6284461
L-30-72-SN-5,49.72,41.01,SAN BERNARDO,LOS PINOS 1 / PDTE. JORGE ALESSANDRI,665,341109,6284126
L-30-67-PO-5,33.73,9.70,SAN BERNARDO,LOS JARDINES / CAMINO LOS PINOS,665,341359,6284151
L-30-67-PO-15,34.05,7.93,SAN BERNARDO,CATALPA / CAMINO LOS PINOS,665,341928,6284206
L-30-43-OP-5,10.53,45.53,SAN BERNARDO,ARTURO GORDON / MIGUEL DE UNAMUNO,665,341647,6284994
L-30-43-PO-10,23.61,3.72,SAN BERNARDO,PHILIPPE COUSTEAU / MIGUEL DE UNAMUNO,665,342022,6284916
L-30-44-NS-20,24.48,142.18,SAN BERNARDO,LAS ACACIAS / OCHAGAVíA,665,342502,6285237
L-30-49-SN-5,5.08,10.52,SAN BERNARDO,MIGUEL DE UNAMUNO / PHILIPPE COUSTEAU,665,342054,6284899
L-30-49-NS-10,35.20,5.82,SAN BERNARDO,LA VARA / PHILIPPE COUSTEAU,665,342045,6284601
L-30-31-PO-20,25.93,17.88,SAN BERNARDO,CAMILO MORI / LAS ACACIAS,665,341451,6285372
L-30-31-OP-25,11.21,35.38,SAN BERNARDO,CAMILO MORI / LAS ACACIAS,665,341523,6285401
L-30-31-PO-30,14.88,4.35,SAN BERNARDO,ARTURO GORDON / LAS ACACIAS,665,341627,6285333
L-30-12-OP-5,9.60,18.76,SAN BERNARDO,TOCONAO / CAMINO LA VARA,665,342093,6284583
L-30-5-SN-5,2.85,6.28,SAN BERNARDO,LAS ACACIAS / ARTURO GORDON,665,341688,6285328
L-30-5-NS-10,39.32,9.41,SAN BERNARDO,MIGUEL DE UNAMUNO / ARTURO GORDON,665,341600,6285027
T-30-244-SN-5,919.04,16.97,SAN BERNARDO,PIRINEOS / CAMINO PADRE HURTADO,666,344109,6281406
T-30-244-NS-25,10.18,680.08,SAN BERNARDO,LAS NIEVES / CAMINO PADRE HURTADO,666,344070,6281324
