parada/est.metro,Subidas día laboral por parada,Bajadas día Laboral por parada,comuna,Referencia,diseno_777,x,y
L-5-2-SN-165,4.39,298.16,RENCA,LOS HELECHOS / APÓSTOL SANTIAGO,59,341814,6303789
L-5-13-NS-5,11.52,0.00,RENCA,LOS HELECHOS / FRESIA,59,342529,6303358
L-5-13-NS-30,285.69,9.58,RENCA,ARICA / FRESIA,59,342363,6303993
L-5-13-SN-35,0.24,280.76,RENCA,PURéN / FRESIA,59,342394,6303977
L-5-13-NS-40,477.54,9.29,RENCA,LOS CHANGOS / FRESIA,59,342413,6303840
L-5-13-SN-45,0.00,80.45,RENCA,PUERTO MONTT / FRESIA,59,342461,6303726
L-5-13-SN-50,0.00,10.80,RENCA,FRESIA / FRESIA,59,342511,6303548
L-5-27-OP-5,165.63,42.43,RENCA,APÓSTOL SANTIAGO / PUERTO MONTT,59,341837,6303812
L-5-27-OP-10,250.41,47.77,RENCA,LAS MARGARITAS / PUERTO MONTT,59,342120,6303787
L-5-27-OP-15,60.70,147.09,RENCA,MONTEVIDEO / PUERTO MONTT,59,342310,6303772
L-5-27-OP-20,0.00,187.18,RENCA,FRESIA / PUERTO MONTT,59,342454,6303751
L-5-27-OP-25,0.22,34.77,RENCA,ATACAMEñOS / PUERTO MONTT,59,342686,6303789
L-5-27-PO-30,34.74,0.71,RENCA,CAMINO LO RUIZ / PUERTO MONTT,59,342699,6303769
L-5-27-SN-35,49.81,20.84,RENCA,EDUARDO FREI M. / PUERTO MONTT,59,342899,6303986
T-5-34-OP-5,234.38,209.16,RENCA,VOLCÃN OSORNO / JOSé MIGUEL INFANTE,60,339224,6302292
T-5-34-OP-10,189.60,275.15,RENCA,CLOTARIO BLEST / JOSé MIGUEL INFANTE,60,338927,6302224
T-5-34-PO-10,499.83,123.61,RENCA,ZEUS / JOSé MIGUEL INFANTE,60,338131,6302267
T-5-34-PO-11,268.26,197.54,RENCA,CHUNGARÃ / JOSé MIGUEL INFANTE,60,338294,6302223
T-5-34-OP-15,208.12,477.21,RENCA,ESMERALDA / JOSé MIGUEL INFANTE,60,338550,6302315
T-5-34-OP-16,341.19,297.86,RENCA,CHORRILLOS / JOSé MIGUEL INFANTE,60,338343,6302235
T-5-34-OP-20,195.76,406.67,RENCA,FERNANDO / JOSé MIGUEL INFANTE,60,337996,6302319
T-5-34-OP-25,879.11,415.96,RENCA,VICUñA MACKENNA / JOSé MIGUEL INFANTE,60,337760,6302375
T-5-34-PO-25,720.96,285.51,RENCA,CONDELL / JOSé MIGUEL INFANTE,60,339273,6302283
L-5-30-NS-15,315.26,296.95,RENCA,JOSé M. INFANTE / VICUñA MACKENNA,60,337678,6302390
L-5-3-OP-10,29.49,166.56,RENCA,GRAL. VELÃSQUEZ / ARTURO PRAT,61,340282,6302602
L-5-3-OP-15,17.92,61.66,RENCA,ERRÃZURIZ / ARTURO PRAT,61,340587,6302664
L-5-9-OP-55,,,RENCA,CONDELL / COSTANERA NORTE,61,339738,6301910
L-5-15-SN-10,36.41,30.86,RENCA,ARTURO PRAT / GENERAL VELÃSQUEZ,61,340272,6302569
L-5-17-PO-10,122.06,35.09,RENCA,MAITéN / JOSé MIGUEL INFANTE,61,339583,6302303
L-5-17-PO-20,141.80,41.44,RENCA,CALLE 5 / JOSé MIGUEL INFANTE,61,339808,6302298
L-5-17-PO-30,248.81,51.93,RENCA,MANUEL RODRíGUEZ / JOSé MIGUEL INFANTE,61,339993,6302299
L-5-32-NS-5,2.13,8.37,RENCA,LLO LLEO / VIñA DEL MAR,61,340730,6302725
L-5-36-SN-5,61.76,6.10,RENCA,ÃNGEL PIMENTEL / CONDELL,61,339678,6302080
L-5-36-SN-10,58.75,62.25,RENCA,JOSé M. INFANTE / CONDELL,61,339405,6302282
T-5-28-NS-5,13.96,4.92,RENCA,M.BALMACEDA / CAUPOLICÃN,62,341766,6302737
T-5-38-PO-3,163.91,75.52,RENCA,CAUPOLICÃN / SENADOR JAIME GUZMÃN,62,341699,6302738
T-5-28-NS-3,21.64,3.48,RENCA,SENADOR J. GUZMÃN / CAUPOLICÃN,62,341718,6302845
T-5-30-PO-10,293.05,239.29,RENCA,CAUPOLICÃN / DOMINGO SANTA MARíA,62,341917,6302318
T-5-30-OP-15,305.34,251.62,RENCA,CAUPOLICÃN / DOMINGO SANTA MARíA,62,341798,6302372
T-5-33-OP-5,632.73,264.30,RENCA,ANGAMOS / JOSé MANUEL BALMACEDA,62,341257,6302679
E-5-30-OP-20,5636.59,4606.74,RENCA,PARADA 1 / PLAZA RENCA,62,341446,6302547
E-5-38-SN-5,2438.11,1377.60,RENCA,PARADA 2 / PLAZA RENCA,62,341579,6302528
E-5-38-NS-5,1229.14,3074.76,RENCA,PARADA 3 / PLAZA RENCA,62,341547,6302495
T-5-38-OP-20,208.12,139.69,RENCA,COLÓN / SENADOR JAIME GUZMÃN,63,342536,6303034
T-5-38-OP-23,1.20,17.77,RENCA,LOS JUNCOS / SENADOR JAIME GUZMÃN,63,342354,6303092
T-5-38-OP-25,225.32,122.95,RENCA,LOS SUSPIROS / SENADOR JAIME GUZMÃN,63,342223,6303084
L-5-2-SN-101,4.28,24.25,RENCA,BAQUEDANO / APÓSTOL SANTIAGO,63,342064,6303208
L-5-2-SN-110,0.49,7.78,RENCA,PUERTO MONTT / APÓSTOL SANTIAGO,63,341949,6303429
L-5-4-OP-5,40.60,94.14,RENCA,CAUPOLICÃN / BAQUEDANO,63,341650,6303007
L-5-8-SN-3,13.81,34.15,RENCA,SENADOR J. GUZMÃN / COLÓN,63,342473,6303089
L-5-8-NS-5,45.82,13.78,RENCA,SENADOR J. GUZMÃN / COLÓN,63,342460,6303091
L-5-8-SN-5,0.48,7.38,RENCA,LOS HELECHOS / COLÓN,63,342554,6303270
L-5-19-OP-5,81.22,4.23,RENCA,LOS LIRIOS / LAS MARGARITAS,63,341699,6303214
L-5-38-OP-23,5.27,17.15,RENCA,COLÓN / SENADOR JAIME GUZMÃN,63,342481,6303064
L-5-38-OP-27,0.24,69.93,RENCA,LOS SUSPIROS / SENADOR JAIME GUZMÃN,63,342120,6303135
T-5-38-PO-5,214.29,170.79,RENCA,APÓSTOL SANTIAGO / SENADOR JAIME GUZMÃN,64,342019,6302990
T-5-38-PO-10,159.07,225.61,RENCA,COLÓN / SENADOR JAIME GUZMÃN,64,342389,6303058
T-5-38-OP-30,210.73,104.46,RENCA,CAUPOLICÃN / SENADOR JAIME GUZMÃN,64,341799,6302860
T-5-26-SN-10,261.36,498.24,RENCA,D. SANTA MARíA / APÓSTOL SANTIAGO,64,342545,6302027
T-5-30-OP-5,513.65,794.14,RENCA,MARURI / DOMINGO SANTA MARíA,64,342353,6302165
T-5-30-OP-10,291.94,474.33,RENCA,RIVERA / DOMINGO SANTA MARíA,64,342050,6302283
T-5-30-PO-15,636.76,205.46,RENCA,CONCEPCIÓN / DOMINGO SANTA MARíA,64,342111,6302247
T-5-30-PO-20,1222.73,528.68,RENCA,APÓSTOL SANTIAGO / DOMINGO SANTA MARíA,64,342426,6302122
L-5-10-OP-5,164.27,362.41,RENCA,LOS ACACIOS / DOMINGO SANTA MARíA,64,342616,6302076
L-5-10-PO-10,302.63,145.82,RENCA,PROMONCAES / DOMINGO SANTA MARíA,64,342618,6302038
L-5-10-OP-15,41.60,143.91,RENCA,LOS ÃLAMOS / DOMINGO SANTA MARíA,64,342905,6301962
L-5-21-NS-5,23.61,8.63,RENCA,LOS AROMOS / LOS ACACIOS,64,342627,6302244
L-5-21-SN-5,0.51,20.90,RENCA,JAIME GUZMÃN / LOS ACACIOS,64,342713,6302897
L-5-21-NS-8,67.82,7.33,RENCA,PJE. ÃGATA / LOS ACACIOS,64,342694,6302685
L-5-21-SN-10,3.58,7.17,RENCA,LOS PIMIENTOS / LOS ACACIOS,64,342683,6302327
L-5-21-NS-13,,,RENCA,LOS PEUMOS / LOS ACACIOS,64,342687,6302480
L-5-21-SN-15,1.79,24.52,RENCA,LOS TILOS / LOS ACACIOS,64,342711,6302567
T-5-38-PO-20,115.97,118.78,RENCA,CAM. LO RUíZ / SENADOR JAIME GUZMÃN,65,343095,6302815
T-5-38-OP-10,135.09,73.47,RENCA,LO RUIZ / SENADOR JAIME GUZMÃN,65,343246,6302795
T-5-8-NS-30,465.79,148.73,RENCA,INACAP RENCA / PDTE. EDUARDO FREI M.,65,343739,6302287
T-5-8-NS-35,238.46,51.11,RENCA,ALTURA 1690 / PDTE. EDUARDO FREI M.,65,343778,6301984
E-5-38-PO-30,906.60,1917.62,RENCA,PARADA 3 / NORTE SUR - DORSAL,65,343534,6302748
T-1-4-SN-35,50.64,264.30,INDEPENDENCIA,TERMINAL DE FLORES / PDTE. EDUARDO FREI M.,65,343821,6302088
T-1-4-SN-40,215.49,417.46,INDEPENDENCIA,B. DE SARAVIA / PDTE. EDUARDO FREI M.,65,343773,6302429
L-5-10-OP-30,66.31,87.25,RENCA,ALBERTO PEPPER / DOMINGO SANTA MARíA,65,343241,6301827
L-5-10-OP-40,112.76,41.10,RENCA,S. SANFUENTES / DOMINGO SANTA MARíA,65,343525,6301726
L-5-10-OP-45,285.21,120.07,RENCA,CAMILO VIAL / DOMINGO SANTA MARíA,65,343751,6301632
T-5-26-SN-3,74.57,203.48,RENCA,AV. JORGE HIRMAS / APÓSTOL SANTIAGO,66,342699,6301438
T-5-26-NS-5,94.20,125.06,RENCA,MARIANO LATORRE / APÓSTOL SANTIAGO,66,342533,6301943
T-5-26-SN-5,243.62,415.19,RENCA,PEDRO PRADO / APÓSTOL SANTIAGO,66,342622,6301808
T-5-26-NS-10,374.39,164.02,RENCA,GABRIELA MISTRAL / APÓSTOL SANTIAGO,66,342587,6301783
T-5-26-NS-15,339.17,179.65,RENCA,AV. JORGE HIRMAS / APÓSTOL SANTIAGO,66,342628,6301581
L-5-10-PO-20,274.35,47.01,RENCA,LOS MAQUIS / DOMINGO SANTA MARíA,66,342923,6301919
L-5-16-OP-0,12.44,31.87,RENCA,MERCEDES BADILLA / JORGE HIRMAS,66,342805,6301374
L-5-16-PO-5,203.51,38.27,RENCA,BARROS LUCO / JORGE HIRMAS,66,342983,6301271
L-5-16-OP-10,35.50,114.80,RENCA,BARROS LUCO / JORGE HIRMAS,66,343021,6301301
T-6-321-PO-5,0.36,328.65,QUILICURA,ANTONIO VARAS / GABRIELA MISTRAL,67,337706,6306301
T-6-321-PO-10,0.36,372.87,QUILICURA,FREIRE / GABRIELA MISTRAL,67,337876,6306257
T-6-321-OP-5,281.40,1.23,QUILICURA,PORTALES / GABRIELA MISTRAL,67,337858,6306279
T-6-322-NS-5,0.57,6.10,QUILICURA,ALCALDE COOPER / JUAN FCO GONZÃLEZ,67,337524,6306484
T-6-323-PO-5,517.88,82.97,QUILICURA,GRAL. SAN MARTíN / BLANCO ENCALADA,67,338253,6306323
T-6-324-SN-5,744.30,3.78,QUILICURA,LAS VIOLETAS / ANTONIO VARAS,67,337760,6306436
T-6-325-PO-5,111.31,2.48,QUILICURA,SUCRE / LAS VIOLETAS,67,337952,6306392
T-6-7-OP-30,0.36,66.05,QUILICURA,CAM. LO ECHEVERS / CALETERA VESPUCIO,67,337887,6306143
T-6-7-OP-35,534.75,140.58,QUILICURA,C. LO ECHEVERS / CALETERA VESPUCIO,67,337429,6305708
T-6-41-SN-5,569.79,184.29,QUILICURA,BLANCO ENCALADA / GENERAL SAN MARTíN,67,338284,6306311
T-6-41-NS-10,520.39,458.92,QUILICURA,BLANCO ENCALADA / GENERAL SAN MARTíN,67,338272,6306284
T-6-41-SN-10,1254.85,519.60,QUILICURA,JOSé F. VERGARA / GENERAL SAN MARTíN,67,338300,6306541
T-6-42-PO-5,262.27,113.07,QUILICURA,SAN MARTíN / INTENDENTE SAAVEDRA,67,338014,6306243
T-6-42-OP-5,32.22,69.87,QUILICURA,PJE MAIPO / INTENDENTE SAAVEDRA,67,338030,6306250
L-6-5-PO-40,59.38,60.23,QUILICURA,VESPUCIO / CAMINO LO ECHEVERS,67,337325,6305651
L-6-5-OP-45,9.05,59.16,QUILICURA,OJOS DEL SALADO 1 / CAMINO LO ECHEVERS,67,337361,6305661
L-6-20-PO-15,134.24,131.63,QUILICURA,CALLE A / LAS VIOLETAS,67,337389,6306537
L-6-40-PO-50,386.73,75.71,QUILICURA,TOCONAO / SAN LUIS,67,337643,6306807
L-6-40-PO-55,338.67,74.86,QUILICURA,TOCONCE / SAN LUIS,67,337839,6306772
L-6-40-OP-60,47.27,243.67,QUILICURA,TOCONCE / SAN LUIS,67,337889,6306787
L-6-40-PO-65,215.06,137.06,QUILICURA,LAS PETUNIAS / SAN LUIS,67,338092,6306734
L-6-40-OP-70,225.15,582.87,QUILICURA,SAN LUCAS / SAN LUIS,67,338171,6306740
L-6-40-PO-75,657.84,1098.45,QUILICURA,GRAL. SAN MARTíN / SAN LUIS,67,338298,6306695
L-6-16-SN-45,2.75,20.37,QUILICURA,BEETHOVEN / SANTA LUISA,68,338450,6307388
T-6-327-PO-30,251.02,76.96,QUILICURA,C. LA PIRÃMIDE / LO MARCOLETA,68,338581,6307679
T-6-327-PO-35,321.07,39.83,QUILICURA,DEL RODEO / LO MARCOLETA,68,338825,6307686
T-6-45-OP-43,140.74,929.46,QUILICURA,PJE. LOS TORNEROS / MANUEL ANTONIO MATTA,68,338913,6306892
T-6-45-OP-45,162.68,569.63,QUILICURA,LINARES / MANUEL ANTONIO MATTA,68,338651,6307026
T-6-45-OP-50,387.19,1390.87,QUILICURA,SANTA LUISA / MANUEL ANTONIO MATTA,68,338449,6307084
T-6-327-OP-15,67.94,534.94,QUILICURA,SANTA LUISA / LO MARCOLETA,68,338389,6307670
T-6-41-NS-5,27.37,241.73,QUILICURA,JOSé F. VERGARA / GENERAL SAN MARTíN,68,338330,6306824
T-6-43-OP-5,575.48,956.82,QUILICURA,LOS CARRERA / JOSé FRANCISCO VERGARA,68,338696,6306654
T-6-43-OP-10,601.04,709.32,QUILICURA,GRAL. SAN MARTíN / JOSé FRANCISCO VERGARA,68,338399,6306754
T-6-43-PO-10,1091.74,411.77,QUILICURA,LOS CARRERA / JOSé FRANCISCO VERGARA,68,338657,6306663
T-6-43-PO-15,1240.84,405.40,QUILICURA,MUNI. QUILICURA / JOSé FRANCISCO VERGARA,68,338881,6306549
T-6-44-NS-5,314.77,309.82,QUILICURA,PLAZA QUILICURA / LIB. BDO. O'HIGGINS,68,338932,6306571
T-6-45-PO-5,963.79,373.59,QUILICURA,JOSé M. CARRERA / MANUEL ANTONIO MATTA,68,338708,6306976
T-6-45-PO-7,1650.16,1013.22,QUILICURA,LUNA / MANUEL ANTONIO MATTA,68,338938,6306850
L-6-21-NS-50,8.42,12.26,QUILICURA,ANA FRANK / LIB. BDO. O'HIGGINS,68,339085,6307460
L-6-21-NS-61,13.24,7.80,QUILICURA,LO OVALLE / LIB. BDO. O'HIGGINS,68,339059,6307280
L-6-24-PO-65,20.02,71.54,QUILICURA,LO OVALLE / LO MARCOLETA,68,338658,6307675
L-6-25-SN-10,6.88,102.16,QUILICURA,MARCOLETA / LO OVALLE,68,338690,6307667
L-6-25-PO-15,77.07,4.88,QUILICURA,MARíA L. BOMBAL / LO OVALLE,68,338730,6307486
L-6-25-OP-20,6.05,77.38,QUILICURA,LAS RIENDAS / LO OVALLE,68,338738,6307496
L-6-25-PO-25,56.68,8.21,QUILICURA,DEL TRIGAL / LO OVALLE,68,338919,6307348
L-6-25-OP-30,21.63,21.13,QUILICURA,DEL TRIGAL / LO OVALLE,68,338936,6307360
L-6-25-PO-40,7.28,5.49,QUILICURA,O'HIGGINS / LO OVALLE,68,339067,6307257
L-6-44-SN-35,21.43,240.16,QUILICURA,LO MARCOLETA / SANTA LUISA,68,338381,6307622
T-6-330-SN-3,872.24,1361.43,QUILICURA,CACHAGUA / LO CAMPINO,69,340477,6306067
T-6-330-NS-10,1130.48,291.51,QUILICURA,RAMÓN ROSALES / LO CAMPINO,69,340494,6306229
T-6-45-PO-33,549.58,447.43,QUILICURA,PARADA 1 / 4 ORIENTE - MANUEL A. MATTA,69,340396,6306674
T-6-45-PO-35,1300.52,312.94,QUILICURA,PARADA 1 / LO CAMPINO - MANUEL A. MATTA,69,340528,6306719
T-6-281-PO-5,116.35,77.03,QUILICURA,RAMÓN ROSALES / ARTURO PRAT,69,339256,6306532
L-6-35-OP-5,26.36,321.36,QUILICURA,ARTURO PRAT / RAMÓN ROSALES,69,339349,6306578
L-6-35-PO-10,235.19,71.88,QUILICURA,CANUTILLAR / RAMÓN ROSALES,69,339494,6306462
L-6-35-OP-15,78.10,234.10,QUILICURA,CHICAGO / RAMÓN ROSALES,69,339534,6306472
L-6-35-PO-20,182.43,60.94,QUILICURA,HUMBERTO CARO / RAMÓN ROSALES,69,339719,6306380
L-6-35-OP-25,100.62,293.89,QUILICURA,HUMBERTO CARO / RAMÓN ROSALES,69,339758,6306394
L-6-35-PO-30,309.03,128.35,QUILICURA,LAS TORRES / RAMÓN ROSALES,69,339887,6306332
L-6-35-OP-35,125.44,383.12,QUILICURA,LAS TORRES / RAMÓN ROSALES,69,339913,6306333
L-6-35-PO-40,214.13,101.81,QUILICURA,4 ORIENTE / RAMÓN ROSALES,69,340218,6306213
L-6-35-OP-45,138.48,172.56,QUILICURA,VENTANA / RAMÓN ROSALES,69,340272,6306209
L-6-35-PO-50,112.24,216.90,QUILICURA,LO CAMPINO / RAMÓN ROSALES,69,340472,6306115
T-6-7-PO-25,9.22,61.29,QUILICURA,ISMAEL BRICEñO / CALETERA VESPUCIO,70,339031,6306072
T-6-7-PO-30,18.80,35.62,QUILICURA,PAS. RENOIR / CALETERA VESPUCIO,70,339697,6305980
T-6-7-PO-35,51.63,54.53,QUILICURA,PAS. GARATE / CALETERA VESPUCIO,70,340400,6305908
L-6-17-PO-5,7.73,9.07,QUILICURA,ALTURA 1400 / ISMAEL BRICEñO,70,339097,6306011
L-6-17-OP-10,33.30,33.50,QUILICURA,CALLE 1 / ISMAEL BRICEñO,70,339128,6306022
L-6-17-PO-15,16.64,205.97,QUILICURA,CALLE 1 / ISMAEL BRICEñO,70,339396,6305736
L-6-17-OP-20,278.86,1.47,QUILICURA,CALLE 1 / ISMAEL BRICEñO,70,339443,6305730
T-7-54-OP-5,358.73,1286.45,ESTACIÓN CENTRAL,MANUEL RIVAS V. / AV. LOS PAJARITOS,71,340589,6296377
T-7-54-OP-10,328.04,455.91,ESTACIÓN CENTRAL,VISTA HERMOSA / AV. LOS PAJARITOS,71,340233,6296180
T-7-54-OP-15,317.79,943.34,ESTACIÓN CENTRAL,AV. EL PARQUE / AV. LOS PAJARITOS,71,340011,6296055
T-7-54-PO-15,963.44,221.78,ESTACIÓN CENTRAL,AV. EL PARQUE / AV. LOS PAJARITOS,71,339933,6295977
T-7-54-OP-20,481.71,535.28,ESTACIÓN CENTRAL,CURACAVí / AV. LOS PAJARITOS,71,339582,6295792
T-7-54-PO-20,686.64,377.49,ESTACIÓN CENTRAL,VISTA HERMOSA / AV. LOS PAJARITOS,71,340177,6296109
T-7-54-PO-25,402.46,554.55,ESTACIÓN CENTRAL,MANUEL RIVAS V. / AV. LOS PAJARITOS,71,340608,6296345
Pajaritos,21384.42,16435.67,LO PRADO,Gral. Oscar Bonilla - Amenthy,71,340543,6296622
Pajaritos,21384.42,16435.67,LO PRADO,Gral. Oscar Bonilla - Amenthy,71,340543,6296622
T-13-58-OP-10,4.81,118.46,MAIPÚ,VOLTAIRE / SANTA CORINA,72,339655,6295052
T-7-54-PO-5,2174.62,1123.70,ESTACIÓN CENTRAL,LAS TORRES / AV. LOS PAJARITOS,72,339076,6295405
T-7-54-PO-10,571.09,350.51,ESTACIÓN CENTRAL,CURACAVí / AV. LOS PAJARITOS,72,339541,6295727
T-7-54-OP-25,650.46,1962.12,ESTACIÓN CENTRAL,LAS TORRES / AV. LOS PAJARITOS,72,339188,6295529
T-7-48-PO-10,289.73,77.39,ESTACIÓN CENTRAL,QUEMCHI / AV. 5 DE ABRIL,72,340328,6295161
T-7-48-PO-15,651.42,144.74,ESTACIÓN CENTRAL,YELCHO / AV. 5 DE ABRIL,72,340500,6295285
T-7-48-PO-20,363.12,84.47,ESTACIÓN CENTRAL,MANUEL RIVAS V. / AV. 5 DE ABRIL,72,340791,6295453
T-7-48-PO-25,446.69,131.15,ESTACIÓN CENTRAL,AV. AEROPUERTO / AV. 5 DE ABRIL,72,340987,6295564
T-7-48-OP-40,103.71,298.48,ESTACIÓN CENTRAL,MANUEL RIVAS V. / AV. 5 DE ABRIL,72,340762,6295488
T-7-48-OP-45,76.77,330.77,ESTACIÓN CENTRAL,VISTA HERMOSA / AV. 5 DE ABRIL,72,340552,6295367
T-7-48-OP-50,110.22,336.02,ESTACIÓN CENTRAL,ALTARCILLO / AV. 5 DE ABRIL,72,340365,6295245
T-7-48-OP-55,1527.88,1974.40,ESTACIÓN CENTRAL,LICEO A 70 / AV. 5 DE ABRIL,72,340137,6295061
T-13-58-PO-5,825.72,260.70,MAIPÚ,ORTEGA Y GASSET / SANTA CORINA,72,339906,6294947
L-7-1-NS-5,2.14,21.27,ESTACIÓN CENTRAL,LOS JAZMINES / AEROPUERTO,72,340912,6296253
L-7-1-NS-10,16.83,49.11,ESTACIÓN CENTRAL,LAS PARCELAS / AEROPUERTO,72,340938,6296026
L-7-1-SN-20,2.12,21.23,ESTACIÓN CENTRAL,GIBRALTAR / AEROPUERTO,72,341008,6295566
L-7-8-SN-5,101.57,10.92,ESTACIÓN CENTRAL,LAS PARCELAS / CURACAVí,72,339800,6295373
L-7-8-NS-10,28.66,50.96,ESTACIÓN CENTRAL,CASABLANCA / CURACAVí,72,339906,6295188
L-7-8-SN-15,17.56,10.02,ESTACIÓN CENTRAL,CASABLANCA / CURACAVí,72,339950,6295181
L-7-8-NS-20,87.50,191.64,ESTACIÓN CENTRAL,AV. 5 DE ABRIL / CURACAVí,72,340048,6295003
L-7-17-OP-5,15.66,109.69,ESTACIÓN CENTRAL,ATACAMA / LAS PARCELAS,72,339857,6295448
L-7-17-PO-10,148.00,7.57,ESTACIÓN CENTRAL,JOSé CARDIJN / LAS PARCELAS,72,339976,6295475
L-7-17-OP-15,15.12,83.90,ESTACIÓN CENTRAL,JOSé CARDIJN / LAS PARCELAS,72,339989,6295524
L-7-17-OP-20,10.09,82.04,ESTACIÓN CENTRAL,EL ALTARCILLO / LAS PARCELAS,72,340171,6295633
L-7-17-PO-25,81.67,6.83,ESTACIÓN CENTRAL,ATLÃNTIDA / LAS PARCELAS,72,340192,6295600
L-7-17-PO-30,71.09,13.85,ESTACIÓN CENTRAL,VISTA HERMOSA / LAS PARCELAS,72,340387,6295713
L-7-17-OP-35,10.16,112.31,ESTACIÓN CENTRAL,VISTA HERMOSA / LAS PARCELAS,72,340399,6295757
L-7-17-PO-40,92.04,13.06,ESTACIÓN CENTRAL,MANUEL RIVAS V. / LAS PARCELAS,72,340712,6295880
L-7-23-SN-5,2.83,111.45,ESTACIÓN CENTRAL,LOS PAJARITOS / MANUEL RIVAS VICUñA,72,340678,6296333
L-7-23-SN-10,5.18,2.06,ESTACIÓN CENTRAL,UPSALA / MANUEL RIVAS VICUñA,72,340703,6296128
L-7-23-SN-15,8.23,4.04,ESTACIÓN CENTRAL,LAS PARCELAS / MANUEL RIVAS VICUñA,72,340738,6295941
E-7-53-PO-20,1133.15,3074.16,ESTACIÓN CENTRAL,PARADA 3 / (M) LAS REJAS,73,341461,6296666
E-7-53-PO-15,1602.28,2481.91,ESTACIÓN CENTRAL,PARADA 4 / (M) LAS REJAS,73,341402,6296651
E-7-53-PO-10,623.92,7761.58,ESTACIÓN CENTRAL,PARADA 5 / (M) LAS REJAS,73,341345,6296636
E-9-53-OP-15,3930.39,2562.42,LO PRADO,PARADA 7 / (M) LAS REJAS,73,341319,6296669
T-7-54-PO-30,,,ESTACIÓN CENTRAL,EL LINGUE / AV. LOS PAJARITOS,73,341021,6296541
T-7-52-NS-5,118.62,66.41,ESTACIÓN CENTRAL,AGUSTíN LÓPEZ / LAS REJAS,73,341517,6296315
T-7-52-NS-10,434.65,478.76,ESTACIÓN CENTRAL,AV. 5 DE ABRIL / LAS REJAS,73,341544,6295948
T-7-52-NS-15,210.34,544.07,ESTACIÓN CENTRAL,QUITRALCO / LAS REJAS,73,341576,6295601
T-7-52-SN-20,431.83,368.46,ESTACIÓN CENTRAL,PARADA 2 / 5 DE ABRIL - LAS REJAS,73,341558,6295856
T-7-52-SN-25,285.02,78.79,ESTACIÓN CENTRAL,LOS GLADIOLOS / LAS REJAS,73,341532,6296200
T-7-48-OP-30,182.35,392.69,ESTACIÓN CENTRAL,CATALPAS / AV. 5 DE ABRIL,73,341219,6295768
T-7-48-PO-30,238.20,112.73,ESTACIÓN CENTRAL,CATALPAS / AV. 5 DE ABRIL,73,341197,6295699
T-7-48-OP-35,169.68,349.57,ESTACIÓN CENTRAL,AV. AEROPUERTO / AV. 5 DE ABRIL,73,341052,6295656
T-7-48-PO-35,642.94,357.81,ESTACIÓN CENTRAL,LAS REJAS / AV. 5 DE ABRIL,73,341453,6295834
L-7-18-NS-5,,,ESTACIÓN CENTRAL,PARADA 12 / (M) LAS REJAS,73,341490,6296580
L-7-20-OP-5,5.17,112.53,ESTACIÓN CENTRAL,AV. AEROPUERTO / LAS VIOLETAS,73,340931,6296449
L-7-20-OP-10,18.27,1.74,ESTACIÓN CENTRAL,LAS CATALPAS / LAS VIOLETAS,73,341192,6296472
L-7-20-OP-15,13.38,20.86,ESTACIÓN CENTRAL,JUAN DE DIOS R. / LAS VIOLETAS,73,341485,6296492
L-7-34-SN-2,,,ESTACIÓN CENTRAL,PARADA 14 / (M) LAS REJAS,73,341505,6296686
L-7-34-NS-15,1.29,120.67,ESTACIÓN CENTRAL,AV. 5 DE ABRIL / LAS REJAS,73,341548,6295932
L-7-34-SN-20,,,ESTACIÓN CENTRAL,PARADA 4 / 5 DE ABRIL - LAS REJAS,73,341568,6295860
T-7-52-SN-35,189.50,127.40,ESTACIÓN CENTRAL,EMB. QUINTANA / LAS REJAS,74,341422,6297278
T-7-52-SN-40,181.49,340.15,ESTACIÓN CENTRAL,PORTO SEGURO / LAS REJAS,74,341343,6297632
L-7-9-OP-10,201.41,76.05,ESTACIÓN CENTRAL,SANTA PETRONILA / ECUADOR,74,341666,6296969
L-7-11-PO-3,,,ESTACIÓN CENTRAL,FRANCISCO ZELADA / EMBAJADOR QUINTANA,74,341680,6297357
L-7-18-SN-0,,,ESTACIÓN CENTRAL,PARADA 13 / LAS REJAS,74,341468,6297077
T-7-51-NS-5,1513.58,65.62,ESTACIÓN CENTRAL,BUZO SOBENES / GENERAL VELÃSQUEZ,75,342678,6297612
L-7-7-SN-5,22.15,60.19,ESTACIÓN CENTRAL,PORTO SEGURO / CONSTANTINO,75,342358,6297757
L-7-7-SN-10,16.25,19.70,ESTACIÓN CENTRAL,PARAGUAY / CONSTANTINO,75,342351,6297643
L-7-7-SN-15,9.86,85.39,ESTACIÓN CENTRAL,BUZO SOBENES / CONSTANTINO,75,342346,6297517
L-7-9-OP-15,148.35,179.56,ESTACIÓN CENTRAL,RADAL / ECUADOR,75,341883,6297077
L-7-9-OP-20,41.17,57.93,ESTACIÓN CENTRAL,BENEDICTO XV / ECUADOR,75,342098,6297172
L-7-9-OP-25,22.88,56.69,ESTACIÓN CENTRAL,CONSTANTINO / ECUADOR,75,342344,6297256
L-7-11-PO-5,13.32,42.24,ESTACIÓN CENTRAL,ABTAO / EMBAJADOR QUINTANA,75,341916,6297380
L-7-11-PO-10,11.61,47.86,ESTACIÓN CENTRAL,BLANCO GARCéS / EMBAJADOR QUINTANA,75,342195,6297415
